Using cpu device
Logging to runs\ppo_metadrive_10_scenarios\ppo_metadrive_10_scenarios_2025-03-18_18-59-30_e347670b\ppo_metadrive_10_scenarios_1
-----------------------------
| time/              |      |
|    clip_range           | 0.1         |
|    entropy_loss         | -1.71       |
|    explained_variance   | 0.634       |
|    learning_rate        | 5e-05       |
|    loss                 | 49.9        |
|    n_updates            | 7240        |
|    policy_gradient_loss | -0.00419    |
|    std                  | 0.587       |
|    value_loss           | 128         |
-----------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0.0129       |
|    crash                | 0.217        |
|    max_step             | 0            |
|    mean_ep_length       | 99.4         |
|    mean_reward          | 125          |
|    num_episodes         | 5            |
|    out_of_road          | 0.987        |
|    raw_action           | 0.47265097   |
|    route_completion     | 0.363        |
|    success_rate         | 0            |
|    total_cost           | 3.34         |
| time/                   |              |
|    total_timesteps      | 930000       |
| train/                  |              |
|    approx_kl            | 0.0039174687 |
|    clip_fraction        | 0.218        |
|    clip_range           | 0.1          |
|    entropy_loss         | -1.71        |
|    explained_variance   | 0.728        |
|    learning_rate        | 5e-05        |
|    loss                 | 44.1         |
|    n_updates            | 7260         |
|    policy_gradient_loss | 0.00212      |
|    std                  | 0.587        |
|    value_loss           | 104          |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 262      |
|    ep_rew_mean     | 269      |
| time/              |          |
|    fps             | 890      |
|    iterations      | 364      |
|    time_elapsed    | 1046     |
|    total_timesteps | 931840   |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 264         |
|    ep_rew_mean          | 272         |
| time/                   |             |
|    fps                  | 890         |
|    iterations           | 365         |
|    time_elapsed         | 1049        |
|    total_timesteps      | 934400      |
| train/                  |             |
|    approx_kl            | 0.001516493 |
|    clip_fraction        | 0.124       |
|    clip_range           | 0.1         |
|    entropy_loss         | -1.71       |
|    explained_variance   | 0.594       |
|    learning_rate        | 5e-05       |
|    loss                 | 43.3        |
|    n_updates            | 7280        |
|    policy_gradient_loss | -0.00181    |
|    std                  | 0.586       |
|    value_loss           | 126         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 261          |
|    ep_rew_mean          | 267          |
| time/                   |              |
|    fps                  | 890          |
